Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Income
Masters,2013,Bangalore,3,28,Female,Yes,2,1,106398
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,132677
Masters,2018,New,Delhi,1,24,Male,Yes,2,135791
Bachelors,2012,Bangalore,3,25,Male,No,3,0,62393
PHD,2013,New,Delhi,2,27,Female,No,5,72866
Masters,2018,New,Delhi,3,28,Male,Yes,2,64781
Bachelors,2014,Bangalore,3,28,Male,No,3,1,142838
Bachelors,2014,Pune,3,27,Male,No,5,0,64124
Bachelors,2013,New,Delhi,3,24,Female,No,2,95690
Bachelors,2015,Pune,2,28,Female,No,1,1,72160
Bachelors,2015,Pune,2,26,Female,No,4,1,132528
Bachelors,2017,New,Delhi,2,28,Female,No,3,66031
Masters,2012,Pune,3,27,Female,No,5,1,143991
Masters,2017,Pune,3,25,Female,Yes,3,1,128329
Masters,2013,New,Delhi,2,25,Male,No,3,131800
Masters,2017,New,Delhi,2,27,Male,No,5,149717
Bachelors,2017,Bangalore,3,24,Male,No,2,0,95112
Bachelors,2016,Pune,2,24,Female,No,2,1,111104
Bachelors,2012,Bangalore,3,26,Female,No,4,0,121109
Bachelors,2012,Bangalore,3,24,Male,No,2,1,65658
Masters,2017,Pune,2,24,Male,No,2,0,131562
Bachelors,2015,Pune,2,25,Female,Yes,3,1,100052
Bachelors,2015,New,Delhi,3,26,Female,Yes,4,61076
Bachelors,2013,Pune,2,24,Male,Yes,2,1,138431
Bachelors,2013,Pune,3,25,Male,No,3,0,61581
PHD,2015,New,Delhi,2,28,Female,No,1,70382
Bachelors,2016,Pune,3,24,Male,No,2,0,80734
Bachelors,2017,Bangalore,3,24,Female,No,2,0,62066
Bachelors,2016,Bangalore,3,27,Male,No,5,0,87001
Bachelors,2017,Bangalore,3,25,Female,No,3,0,100116
Masters,2014,New,Delhi,3,27,Male,No,5,96924
Bachelors,2016,Bangalore,3,27,Male,No,5,0,86467
Bachelors,2016,Bangalore,3,28,Female,No,3,0,63683
Bachelors,2018,Pune,3,25,Male,No,3,1,61597
Bachelors,2013,Bangalore,3,26,Male,Yes,4,1,123759
Bachelors,2015,New,Delhi,3,25,Male,No,3,73623
Bachelors,2017,New,Delhi,2,25,Female,No,3,100923
Bachelors,2012,Bangalore,3,25,Male,Yes,3,0,67066
Bachelors,2014,New,Delhi,3,28,Female,No,2,88637
Bachelors,2017,New,Delhi,2,27,Female,No,5,83065
Bachelors,2018,Pune,3,26,Male,No,4,1,89393
Masters,2014,New,Delhi,3,28,Male,No,2,143397
Bachelors,2013,Bangalore,3,27,Male,No,5,1,92701
Masters,2017,Pune,3,25,Male,No,3,1,67132
Bachelors,2018,Bangalore,3,28,Male,No,2,1,85681
Bachelors,2016,Bangalore,3,24,Male,No,2,0,70673
Bachelors,2012,Bangalore,3,24,Male,Yes,2,0,59300
Bachelors,2015,Bangalore,3,28,Female,No,1,0,67147
Bachelors,2014,Bangalore,3,24,Male,No,2,0,72960
Bachelors,2013,Pune,3,27,Male,No,5,0,99575
Bachelors,2016,New,Delhi,3,24,Female,No,2,73338
Bachelors,2012,Bangalore,3,25,Female,No,3,0,80458
Bachelors,2012,Pune,3,28,Male,No,3,0,60112
Bachelors,2018,Pune,3,25,Male,Yes,3,1,115523
Bachelors,2014,Bangalore,3,27,Male,No,5,1,132691
Bachelors,2016,Bangalore,3,27,Female,No,5,0,114085
Masters,2015,Pune,2,24,Female,No,2,0,128960
Masters,2014,Bangalore,3,24,Female,No,2,1,104808
Bachelors,2013,Bangalore,3,25,Male,No,3,0,99501
Masters,2017,New,Delhi,3,24,Male,No,2,71013
Bachelors,2015,Bangalore,3,25,Male,No,3,0,141046
Bachelors,2017,Bangalore,3,24,Male,No,2,0,107976
Bachelors,2017,New,Delhi,2,28,Male,No,3,108288
Bachelors,2016,Bangalore,3,28,Male,No,2,0,123021
PHD,2014,New,Delhi,3,24,Male,No,2,91829
Masters,2017,New,Delhi,2,26,Female,No,4,70648
Masters,2018,New,Delhi,3,25,Male,No,3,84403
Bachelors,2014,Bangalore,3,28,Male,No,3,1,144889
Bachelors,2014,Bangalore,3,25,Male,No,3,1,97902
Bachelors,2018,New,Delhi,3,28,Female,No,3,108400
Masters,2017,New,Delhi,2,25,Male,Yes,3,140536
Masters,2013,New,Delhi,3,28,Male,No,2,121689
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,87397
Masters,2017,New,Delhi,2,25,Female,No,3,76386
Masters,2013,New,Delhi,3,25,Female,No,3,91047
Bachelors,2016,Bangalore,3,25,Male,No,3,0,62438
Bachelors,2018,Bangalore,3,24,Male,No,2,1,141310
Masters,2017,New,Delhi,2,26,Male,Yes,4,144382
Bachelors,2013,Bangalore,3,24,Male,No,2,0,110306
Bachelors,2013,Bangalore,3,28,Male,No,2,0,68804
Masters,2015,Pune,3,28,Female,Yes,2,0,79047
Bachelors,2015,Pune,2,27,Female,Yes,5,1,111819
Masters,2014,Pune,2,27,Female,No,5,0,76691
Bachelors,2017,New,Delhi,2,27,Male,No,5,73547
Bachelors,2012,Bangalore,3,26,Male,No,4,0,73087
Masters,2015,Pune,1,27,Female,No,5,0,61888
Bachelors,2013,Bangalore,1,28,Male,No,3,1,97293
Bachelors,2012,Pune,2,26,Female,No,4,1,68661
Bachelors,2013,Bangalore,3,27,Male,No,5,0,126664
Masters,2017,New,Delhi,2,25,Male,No,3,109730
Bachelors,2017,Bangalore,3,27,Male,No,5,0,112854
Bachelors,2012,Bangalore,3,24,Male,No,2,0,84398
Bachelors,2017,New,Delhi,3,26,Male,No,4,119391
Bachelors,2014,Bangalore,3,28,Female,No,1,1,139864
Bachelors,2015,Bangalore,3,25,Male,No,3,0,118124
Bachelors,2015,Pune,2,28,Female,No,3,1,91591
Bachelors,2017,Bangalore,3,24,Female,No,2,0,69926
Bachelors,2016,Bangalore,3,27,Female,No,5,1,98816
Bachelors,2012,Bangalore,3,25,Male,No,3,0,130551
Masters,2018,Pune,3,25,Male,No,3,1,61536
Bachelors,2015,Pune,3,26,Male,No,4,0,86943
Bachelors,2014,Pune,3,26,Male,No,4,0,82091
PHD,2017,New,Delhi,3,27,Male,No,5,140239
Bachelors,2012,Bangalore,3,26,Male,No,4,0,56414
Bachelors,2016,Bangalore,3,26,Male,No,4,0,138378
Bachelors,2017,New,Delhi,3,28,Female,No,2,81751
Bachelors,2014,Pune,3,25,Female,No,3,0,120954
Bachelors,2013,Bangalore,3,28,Male,Yes,3,0,67230
Bachelors,2017,Bangalore,3,25,Male,No,3,0,107869
Bachelors,2018,Bangalore,3,27,Male,No,5,1,96147
Bachelors,2017,Bangalore,3,26,Male,No,4,0,105854
Bachelors,2017,Pune,2,25,Female,No,3,1,120225
Bachelors,2017,Pune,2,26,Female,No,4,1,96431
Bachelors,2015,Pune,3,28,Male,No,3,0,77892
Masters,2017,Pune,2,26,Male,No,4,1,102185
Masters,2015,New,Delhi,3,28,Female,Yes,2,68773
Bachelors,2012,New,Delhi,2,25,Male,No,3,132173
Bachelors,2016,Bangalore,3,25,Female,No,3,0,129998
Masters,2017,New,Delhi,2,26,Female,No,4,71052
Bachelors,2014,Bangalore,3,25,Male,No,3,0,121793
Bachelors,2014,Bangalore,3,25,Male,No,3,1,64643
PHD,2018,Bangalore,3,26,Male,No,4,1,123711
Bachelors,2016,Pune,3,26,Male,No,4,0,123331
Bachelors,2014,Bangalore,3,27,Male,No,5,0,148436
Bachelors,2012,Bangalore,3,25,Male,No,3,0,96862
Masters,2012,Pune,2,26,Female,No,4,0,126906
Masters,2016,New,Delhi,3,27,Male,No,5,76057
PHD,2017,Bangalore,3,28,Male,No,1,0,130685
Bachelors,2014,Bangalore,3,27,Male,No,5,0,123387
Bachelors,2018,Pune,3,26,Male,No,4,1,118945
Bachelors,2018,Bangalore,1,27,Male,No,5,0,138214
Bachelors,2016,Pune,3,24,Male,No,2,0,67369
Bachelors,2012,Bangalore,3,25,Male,No,3,0,71172
Bachelors,2017,Bangalore,3,27,Male,No,5,0,121461
Bachelors,2016,Bangalore,3,28,Male,No,2,0,127460
Bachelors,2017,New,Delhi,2,27,Male,No,5,86686
Bachelors,2013,Bangalore,3,25,Male,No,3,0,91941
Bachelors,2013,Bangalore,3,28,Male,No,1,0,68168
Bachelors,2018,Bangalore,3,28,Female,No,3,1,131460
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,136082
Masters,2015,Pune,2,28,Female,No,3,0,134268
Masters,2015,New,Delhi,3,24,Female,No,2,148916
Bachelors,2017,New,Delhi,3,24,Male,No,2,118954
Bachelors,2015,Pune,2,24,Female,No,2,1,121109
Masters,2013,Pune,3,28,Male,No,2,1,64107
Bachelors,2017,Pune,3,27,Female,No,5,1,67357
Bachelors,2014,Pune,3,26,Male,No,4,0,71706
Bachelors,2016,Bangalore,3,26,Male,No,4,0,85676
Bachelors,2014,Pune,1,26,Female,No,4,1,132854
Bachelors,2015,Pune,3,28,Male,No,3,0,86648
Bachelors,2012,Bangalore,3,26,Male,No,4,0,139549
Bachelors,2017,New,Delhi,2,26,Male,No,4,89660
Masters,2017,New,Delhi,2,26,Female,No,4,134165
Bachelors,2016,Bangalore,3,26,Male,No,4,1,74930
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,120223
Bachelors,2014,Bangalore,3,28,Male,No,3,1,142874
Bachelors,2014,New,Delhi,3,28,Female,No,3,129422
Bachelors,2014,Pune,3,25,Female,No,3,1,103352
Bachelors,2016,Pune,3,28,Male,No,3,0,146708
Masters,2017,Bangalore,3,27,Male,No,5,1,127189
Bachelors,2015,Bangalore,3,25,Male,No,3,0,55602
Bachelors,2014,Pune,3,27,Male,No,5,0,136394
Bachelors,2012,Pune,3,28,Male,No,3,0,69093
Masters,2017,Pune,3,26,Male,No,4,1,128330
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,85872
Bachelors,2015,Pune,2,28,Female,No,2,1,80200
PHD,2013,Bangalore,1,26,Male,No,4,0,66934
Masters,2012,Pune,3,27,Male,No,5,1,59553
Bachelors,2016,Bangalore,1,28,Male,No,2,0,98535
Bachelors,2017,Bangalore,3,27,Male,No,5,0,84979
Bachelors,2017,Bangalore,3,25,Male,No,3,0,122832
Masters,2017,New,Delhi,2,24,Female,Yes,2,86222
Bachelors,2015,Bangalore,1,25,Female,Yes,3,0,74381
Bachelors,2018,Bangalore,3,27,Male,No,5,1,118838
Bachelors,2014,Bangalore,3,26,Male,No,4,0,106218
Bachelors,2018,Bangalore,3,26,Male,No,4,1,111818
Bachelors,2015,Pune,2,24,Female,No,2,1,61724
Bachelors,2018,Bangalore,3,27,Male,No,5,1,60911
Bachelors,2016,Bangalore,3,27,Female,No,5,0,133279
Masters,2016,New,Delhi,3,25,Female,No,3,71107
Masters,2018,New,Delhi,3,26,Male,No,4,73455
Bachelors,2018,Bangalore,3,24,Female,No,2,1,121555
Bachelors,2017,New,Delhi,2,28,Male,No,3,85500
Bachelors,2015,Bangalore,3,27,Male,No,5,0,116626
Bachelors,2017,Bangalore,3,26,Male,No,4,0,106103
Bachelors,2016,Bangalore,3,25,Male,No,3,0,139741
Bachelors,2013,Pune,3,25,Male,No,3,0,91252
Bachelors,2015,Pune,3,25,Female,No,3,1,115611
Bachelors,2014,Bangalore,3,28,Female,No,3,0,136597
Bachelors,2015,Pune,3,24,Male,No,2,0,64265
Bachelors,2016,Bangalore,3,26,Female,No,4,0,56856
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,72830
Masters,2017,Pune,2,28,Female,No,1,0,93551
Bachelors,2014,Pune,2,25,Female,No,3,1,76056
Bachelors,2017,Bangalore,3,25,Male,No,3,0,70581
Bachelors,2016,Bangalore,3,28,Female,No,3,0,80392
Bachelors,2014,Bangalore,3,28,Female,No,2,0,117924
Masters,2017,New,Delhi,2,28,Male,No,2,81133
Bachelors,2017,New,Delhi,2,24,Female,No,2,0
PHD,2013,New,Delhi,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0,
Bachelors,2017,Bangalore,3,26,Female,No,4,0,
Bachelors,2015,Bangalore,1,25,Male,No,3,0,
Bachelors,2016,Bangalore,3,26,Female,No,4,0,
PHD,2014,New,Delhi,3,28,Male,No,2,1
Masters,2018,New,Delhi,3,27,Female,No,5,1
Bachelors,2016,New,Delhi,3,27,Female,No,5,0
Masters,2017,New,Delhi,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,26,Male,No,4,0,
Bachelors,2016,New,Delhi,3,27,Female,Yes,5,0
Bachelors,2017,Pune,2,25,Female,No,3,1,
Bachelors,2018,Pune,3,28,Female,No,1,1,
Bachelors,2014,Bangalore,3,25,Female,No,3,1,
Bachelors,2018,Pune,3,28,Male,No,1,1,
Bachelors,2017,Bangalore,1,26,Female,No,4,0,
Bachelors,2013,Bangalore,3,24,Male,No,2,1,
Bachelors,2012,New,Delhi,3,26,Female,No,4,0
Bachelors,2012,Pune,3,25,Male,No,3,0,
Masters,2013,New,Delhi,2,24,Male,No,2,1
Bachelors,2018,Pune,3,26,Male,No,4,1,
Bachelors,2016,New,Delhi,3,28,Female,No,2,0
Bachelors,2016,Pune,3,26,Male,No,4,0,
Masters,2014,New,Delhi,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0,
Bachelors,2014,Pune,2,26,Female,No,4,1,
Bachelors,2014,Pune,3,25,Male,No,3,0,
Bachelors,2013,Pune,3,27,Male,No,5,0,
Bachelors,2018,Bangalore,3,27,Male,No,5,1,
Bachelors,2015,Bangalore,3,25,Female,No,3,1,
Bachelors,2016,Pune,3,26,Male,No,4,0,
Bachelors,2015,Pune,2,27,Female,No,5,1,
Bachelors,2017,Bangalore,3,26,Male,No,4,0,
Masters,2017,Pune,2,26,Female,No,4,0,
Bachelors,2017,New,Delhi,3,27,Female,Yes,5,0
Masters,2017,Pune,1,24,Male,No,2,0,
Masters,2017,New,Delhi,2,26,Female,No,4,0
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0,
Bachelors,2015,Bangalore,3,26,Male,No,4,0,
Masters,2017,Pune,2,24,Male,No,2,1,
Bachelors,2017,Bangalore,3,26,Female,No,4,0,
Bachelors,2014,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,Bangalore,3,28,Male,Yes,1,1,
Masters,2017,New,Delhi,2,24,Male,No,2,0
Bachelors,2013,Pune,2,25,Female,No,3,1,
Masters,2013,Bangalore,3,27,Male,No,5,1,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2015,New,Delhi,2,28,Female,Yes,2,1
Bachelors,2014,Pune,2,24,Female,No,2,1,
Bachelors,2016,Pune,2,27,Female,No,5,1,
Bachelors,2017,Bangalore,3,27,Female,No,5,0,
Bachelors,2016,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,Pune,2,27,Male,No,5,0,
Bachelors,2015,Bangalore,3,26,Male,No,4,0,
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,
Bachelors,2016,Bangalore,3,24,Male,No,2,0,
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2013,New,Delhi,2,24,Female,No,2,1
Bachelors,2012,Bangalore,3,26,Female,No,4,0,
Bachelors,2015,Pune,2,28,Female,Yes,2,1,
Bachelors,2018,Bangalore,3,26,Male,No,4,1,
Bachelors,2016,Bangalore,3,24,Female,No,2,0,
Masters,2017,Pune,3,24,Male,No,2,1,
Masters,2016,Pune,3,24,Male,No,2,0,
Bachelors,2013,Bangalore,3,28,Male,Yes,1,1,
Bachelors,2015,Bangalore,1,28,Female,No,1,0,
PHD,2018,Bangalore,3,24,Female,No,2,1,
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0,
Bachelors,2013,Bangalore,3,27,Male,No,5,0,
Bachelors,2013,Bangalore,3,25,Male,No,3,1,
Masters,2016,New,Delhi,3,24,Male,No,2,1
Bachelors,2017,New,Delhi,1,25,Female,No,3,0
Bachelors,2013,Bangalore,3,28,Male,No,3,0,
Bachelors,2018,Bangalore,3,28,Male,No,1,1,
Bachelors,2017,Bangalore,3,24,Male,No,2,0,
Masters,2014,New,Delhi,3,24,Male,No,2,1
PHD,2012,New,Delhi,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,25,Female,No,3,0,
Masters,2014,New,Delhi,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,27,Female,No,5,0,
Bachelors,2014,Pune,3,25,Male,No,3,1,
Bachelors,2012,Bangalore,3,28,Male,No,3,0,
Bachelors,2012,Bangalore,3,25,Female,No,3,0,
Bachelors,2015,Bangalore,3,24,Female,No,2,0,
Bachelors,2013,Pune,3,27,Male,No,5,0,
Bachelors,2013,Bangalore,3,26,Female,No,4,0,
Bachelors,2012,Pune,2,26,Male,No,4,0,
Masters,2017,Bangalore,3,28,Female,No,3,1,
Bachelors,2015,Bangalore,3,25,Male,No,3,1,
Bachelors,2012,Bangalore,3,28,Female,No,2,0,
Bachelors,2017,Pune,2,26,Female,No,4,1,
Bachelors,2012,Bangalore,3,27,Female,No,5,0,
Masters,2016,New,Delhi,3,28,Male,No,1,0
Bachelors,2015,Pune,2,28,Female,No,1,1,
Masters,2017,Pune,3,24,Male,No,2,1,
Bachelors,2015,Pune,2,25,Female,No,3,1,
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2016,Bangalore,3,28,Male,No,3,0,
Bachelors,2016,New,Delhi,3,25,Female,Yes,3,0
Masters,2015,New,Delhi,3,26,Male,No,4,1
Masters,2015,New,Delhi,3,28,Female,No,3,0
Bachelors,2013,New,Delhi,1,24,Female,No,2,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2018,Bangalore,3,26,Male,No,4,1,
Bachelors,2013,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,New,Delhi,3,25,Female,No,3,1
Bachelors,2017,New,Delhi,3,28,Male,No,2,0
Bachelors,2016,Pune,1,25,Female,No,3,1,
Masters,2013,New,Delhi,3,25,Male,Yes,3,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0,
Masters,2013,New,Delhi,3,25,Female,No,3,1
Bachelors,2013,Bangalore,1,28,Female,No,2,0,
Masters,2014,Bangalore,3,27,Female,No,5,1,
Bachelors,2013,Bangalore,3,26,Male,No,4,0,
Bachelors,2016,Bangalore,3,25,Male,No,3,0,
Bachelors,2015,Pune,2,26,Female,Yes,4,1,
Bachelors,2017,New,Delhi,3,25,Male,No,3,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0,
Bachelors,2013,Pune,2,27,Male,Yes,5,0,
Bachelors,2015,Pune,2,25,Female,No,3,1,
Bachelors,2016,Bangalore,3,25,Male,Yes,3,0,
Bachelors,2017,Bangalore,3,25,Male,No,3,1,
Bachelors,2016,Pune,3,28,Male,No,1,0,
Bachelors,2018,Bangalore,3,24,Male,No,2,1,
Masters,2015,Pune,3,28,Female,No,3,0,
Bachelors,2017,Bangalore,3,26,Male,No,4,0,
Masters,2017,Pune,2,26,Male,No,4,1,
Bachelors,2017,New,Delhi,2,27,Female,No,5,0
Bachelors,2013,Pune,2,26,Female,No,4,1,
Bachelors,2012,Bangalore,3,24,Male,No,2,0,
Bachelors,2013,New,Delhi,3,28,Female,Yes,3,0
Masters,2015,Pune,2,24,Female,No,2,0,
Bachelors,2016,Bangalore,3,25,Male,No,3,0,
Masters,2017,New,Delhi,2,25,Male,No,3,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0,
Bachelors,2013,Bangalore,3,24,Male,No,2,0,
Bachelors,2012,Pune,2,25,Male,No,3,1,
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2017,Bangalore,3,27,Female,No,5,1,
Bachelors,2017,New,Delhi,3,27,Female,No,5,0
Bachelors,2013,Pune,3,27,Male,No,5,0,
Bachelors,2015,Pune,2,24,Female,Yes,2,1,
Bachelors,2017,Bangalore,3,24,Female,Yes,2,0,
PHD,2015,New,Delhi,3,28,Female,No,1,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Masters,2017,New,Delhi,2,28,Female,No,2,0
Bachelors,2017,New,Delhi,2,25,Female,No,3,0
Bachelors,2014,Pune,2,25,Female,No,3,1,
Bachelors,2016,New,Delhi,3,28,Female,Yes,3,0
Bachelors,2015,Pune,2,27,Female,No,5,1,
Masters,2017,Pune,2,25,Male,No,3,1,
Masters,2017,Bangalore,2,25,Female,Yes,3,1,
Bachelors,2017,Bangalore,3,24,Female,No,2,1,
Bachelors,2013,Bangalore,3,26,Female,No,4,0,
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,
Bachelors,2016,New,Delhi,3,28,Male,No,1,0
Masters,2017,New,Delhi,2,24,Male,No,2,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0,
Bachelors,2017,Bangalore,3,25,Male,No,3,0,
Bachelors,2017,Bangalore,3,24,Male,No,2,1,
Masters,2014,New,Delhi,3,25,Female,No,3,1
Bachelors,2012,Bangalore,3,27,Female,No,5,0,
Bachelors,2012,New,Delhi,3,27,Female,No,5,0
Bachelors,2017,Bangalore,3,28,Male,No,2,1,
Bachelors,2012,Bangalore,3,28,Male,Yes,3,1,
Bachelors,2012,Pune,3,28,Female,No,2,0,
Bachelors,2018,Bangalore,3,24,Female,No,2,1,
PHD,2016,New,Delhi,3,24,Female,No,2,0
Masters,2017,New,Delhi,2,27,Female,No,5,1
Masters,2013,New,Delhi,2,27,Female,No,5,1
Bachelors,2015,Bangalore,3,26,Female,No,4,0,
Masters,2015,New,Delhi,3,28,Female,No,1,1
Bachelors,2014,Bangalore,3,27,Male,No,5,0,
Bachelors,2013,New,Delhi,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,26,Female,No,4,1,
Bachelors,2012,Pune,3,24,Male,No,2,0,
Bachelors,2012,Bangalore,3,26,Female,No,4,0,
Masters,2015,Pune,2,25,Female,No,3,1,
Bachelors,2013,New,Delhi,3,24,Male,No,2,0
Masters,2017,New,Delhi,2,27,Female,No,5,0
Masters,2017,Pune,2,26,Male,No,4,0,
Bachelors,2014,Pune,3,27,Male,No,5,0,
Bachelors,2018,Bangalore,3,25,Male,No,3,1,
Bachelors,2014,Bangalore,3,25,Female,No,3,0,
Bachelors,2013,Pune,2,27,Female,No,5,1,
Bachelors,2015,Pune,3,26,Male,No,4,0,
Bachelors,2017,Pune,2,24,Male,No,2,1,
Masters,2017,New,Delhi,2,26,Male,No,4,1
Bachelors,2013,Pune,2,25,Male,Yes,3,1,
Masters,2017,New,Delhi,2,25,Female,No,3,1
Bachelors,2013,Pune,3,26,Female,Yes,4,0,
Bachelors,2014,Pune,3,28,Male,No,2,0,
Bachelors,2016,New,Delhi,3,27,Female,No,5,0
Bachelors,2017,New,Delhi,2,28,Male,No,1,0
Masters,2014,New,Delhi,3,27,Male,No,5,0
Bachelors,2014,New,Delhi,3,28,Female,No,1,0
Bachelors,2015,Bangalore,3,27,Male,No,5,1,
Bachelors,2015,Bangalore,3,24,Male,No,2,1,
Bachelors,2018,Bangalore,3,24,Male,No,2,1,
Bachelors,2013,Pune,3,26,Male,No,4,0,
Bachelors,2012,Bangalore,3,28,Female,No,2,0,
Masters,2017,Pune,2,26,Male,No,4,0,
Masters,2017,New,Delhi,2,25,Male,No,3,1
Bachelors,2016,New,Delhi,3,27,Female,No,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,Pune,3,25,Male,No,3,0,
Bachelors,2012,New,Delhi,3,26,Female,Yes,4,0
Masters,2014,Bangalore,3,27,Male,No,5,1,
Masters,2017,New,Delhi,2,26,Male,No,4,0
Masters,2012,New,Delhi,3,26,Male,No,4,1
Bachelors,2015,Pune,2,26,Female,No,4,1,
Masters,2014,New,Delhi,3,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Male,Yes,2,0,
Masters,2012,Pune,3,27,Male,No,5,1,
Bachelors,2017,Bangalore,2,27,Male,No,5,0,
Bachelors,2016,Bangalore,3,24,Male,No,2,0,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2014,Bangalore,3,26,Male,No,4,1,
Bachelors,2017,Bangalore,3,24,Female,No,2,0,
Bachelors,2017,Bangalore,3,28,Male,No,1,0,
Bachelors,2014,Bangalore,3,26,Male,No,4,1,
Bachelors,2018,Bangalore,3,28,Female,No,3,1,
Bachelors,2014,New,Delhi,3,24,Female,No,2,0
Bachelors,2017,Bangalore,1,27,Male,No,5,0,
Bachelors,2015,New,Delhi,3,24,Female,No,2,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2017,Pune,3,28,Male,No,3,0,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Bachelors,2017,Bangalore,3,25,Female,No,3,0,
Bachelors,2018,Bangalore,3,25,Male,No,3,1,
Bachelors,2013,Bangalore,3,28,Female,No,3,0,
Bachelors,2017,New,Delhi,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0,
Masters,2017,New,Delhi,2,26,Female,No,4,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
Bachelors,2017,Pune,3,27,Male,No,5,0,
Bachelors,2012,Pune,3,27,Male,No,5,0,
Bachelors,2017,Pune,3,24,Male,No,2,0,
Bachelors,2014,Bangalore,3,25,Male,No,3,0,
Bachelors,2014,Bangalore,3,28,Male,No,3,0,
Bachelors,2018,Bangalore,3,26,Male,No,4,1,
Masters,2017,Bangalore,3,28,Male,No,1,1,
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,
Bachelors,2017,Bangalore,3,28,Male,Yes,1,0,
Bachelors,2016,Bangalore,3,25,Male,No,3,0,
Bachelors,2013,Pune,3,24,Female,No,2,0,
Bachelors,2018,New,Delhi,3,25,Female,No,3,1
Bachelors,2014,Bangalore,3,24,Female,No,2,0,
Bachelors,2012,Bangalore,3,26,Male,No,4,0,
Masters,2013,New,Delhi,1,24,Female,No,2,0
Masters,2013,New,Delhi,1,24,Male,Yes,2,1
Bachelors,2014,Bangalore,3,26,Male,No,4,0,
Bachelors,2017,Bangalore,3,27,Male,No,5,0,
Bachelors,2017,New,Delhi,2,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Female,No,1,0,
Bachelors,2014,Bangalore,3,24,Male,No,2,0,
PHD,2018,New,Delhi,3,24,Female,No,2,1
Bachelors,2015,Pune,3,28,Male,No,1,0,
Bachelors,2015,Bangalore,3,26,Male,No,4,0,
PHD,2015,Pune,2,28,Female,No,1,0,
Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,
Bachelors,2016,Bangalore,3,26,Male,No,4,0,
Bachelors,2015,Bangalore,3,27,Female,No,5,1,
Bachelors,2017,Pune,3,24,Male,No,2,0,
Bachelors,2014,Bangalore,3,27,Male,No,5,0,
Masters,2012,New,Delhi,3,28,Male,No,2,0
Bachelors,2012,Bangalore,3,28,Male,No,3,0,
Bachelors,2012,Pune,2,27,Female,No,5,1,
Bachelors,2012,New,Delhi,2,27,Female,No,5,1
Masters,2012,Bangalore,3,27,Male,No,5,1,
Bachelors,2018,Bangalore,3,25,Female,No,3,1,
Masters,2018,Pune,3,27,Male,No,5,1,
Masters,2017,New,Delhi,2,28,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0,
Masters,2017,Bangalore,2,28,Male,Yes,2,1,
Bachelors,2017,Pune,3,27,Male,No,5,0,
Bachelors,2017,Pune,3,28,Female,No,1,0,
Bachelors,2016,Bangalore,3,28,Male,No,3,0,
Bachelors,2014,New,Delhi,3,26,Female,No,4,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1,
Bachelors,2017,New,Delhi,3,26,Female,No,4,0
Bachelors,2015,Pune,2,26,Female,No,4,1,
